publisher,journal_title,acronym,issn,eissn,oa_model,subject_area,imprint,scope,journal_url,index_wos,scopus_covered,jif_2024,jif_quartile,citescore_2024,citescore_quartile,sjr_2024,sjr_quartile,best_quartile,quartile_basis,list_context,source_file,source_sheet,source_row
Springer Nature,Discover Catalysis,,,3004-9520,Fully Open Access,Chemistry,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,213
Springer Nature,Discover Chemical Engineering,,,2730-7700,Fully Open Access,Chemistry,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,214
Springer Nature,Discover Cities,,,3004-8311,Fully Open Access,Geography,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,215
Springer Nature,Discover Civil Engineering,,,2948-1546,Fully Open Access,Engineering,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,216
Springer Nature,Discover Computing,,,2948-2992,Fully Open Access,Computer Science,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,217
Springer Nature,Discover Concrete and Cement,,,3059-2674,Fully Open Access,Engineering,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,218
Springer Nature,Discover Conservation,,,3004-9784,Fully Open Access,Environment,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,219
Springer Nature,Discover Data,,,2731-6955,Fully Open Access,Computer Science,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,220
Springer Nature,Discover Developmental Biology,,,3059-3247,Fully Open Access,Life Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,221
Springer Nature,Discover Ecology,,,3005-1843,Fully Open Access,Life Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,222
Springer Nature,Discover Education,,,2731-5525,Fully Open Access,Education,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,223
Springer Nature,Discover Electronics,,,2948-1600,Fully Open Access,Engineering,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,224
Springer Nature,Discover Endocrinology and Metabolism,,,3059-2682,Fully Open Access,Medicine & Public Health,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,225
Springer Nature,Discover Energy,,,2730-7719,Fully Open Access,Energy,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,226
Springer Nature,Discover Environment,,,2731-9431,Fully Open Access,Environment,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,227
Springer Nature,Discover Epidemics,,,2731-4545,Fully Open Access,Medicine & Public Health,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,228
Springer Nature,Discover Food,,,2731-4286,Fully Open Access,Chemistry,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,229
Springer Nature,Discover Forests,,,3059-2666,Fully Open Access,Life Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,230
Springer Nature,Discover Geoscience,,,2948-1589,Fully Open Access,Earth Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,231
Springer Nature,Discover Global Society,,,2731-9687,Fully Open Access,Social Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,232
Springer Nature,Discover Health Systems,,,2731-7501,Fully Open Access,Medicine & Public Health,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,233
Springer Nature,Discover Imaging,,,3004-9776,Fully Open Access,Medicine & Public Health,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,234
Springer Nature,Discover Immunity,,,3005-1185,Fully Open Access,Biomedicine,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,235
Springer Nature,Discover Internet of Things,,,2730-7239,Fully Open Access,Computer Science,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,236
Springer Nature,Discover Life,,,2948-2976,Fully Open Access,Life Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,237
Springer Nature,Discover Materials,,,2730-7727,Fully Open Access,Materials Science,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,238
Springer Nature,Discover Mechanical Engineering,,,2731-6564,Fully Open Access,Engineering,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,239
Springer Nature,Discover Medicine,,,3004-8885,Fully Open Access,Biomedicine,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,240
Springer Nature,Discover Mental Health,,,2731-4383,Fully Open Access,Medicine & Public Health,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,241
Springer Nature,Discover Minerals,,,3004-9369,Fully Open Access,Earth Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,242
Springer Nature,Discover Molecules,,,3004-9350,Fully Open Access,Chemistry,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,243
Springer Nature,Discover Nano,,,2731-9229,Fully Open Access,Materials Science,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,244
Springer Nature,Discover Neuroscience,,,3005-1827,Fully Open Access,Biomedicine,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,245
Springer Nature,Discover Oceans,,,2948-1562,Fully Open Access,Earth Sciences,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,246
Springer Nature,Discover Oncology,,,2730-6011,Fully Open Access,Medicine & Public Health,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,247
Springer Nature,Discover Pharmaceutical Sciences,,,3005-1835,Fully Open Access,Biomedicine,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,248
Springer Nature,Discover Physics,,,3059-2690,Fully Open Access,Physics,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,249
Springer Nature,Discover Polymers,,,3004-9377,Fully Open Access,Chemistry,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,250
Springer Nature,Discover Psychology,,,2731-4537,Fully Open Access,Psychology,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,251
Springer Nature,Discover Public Health,,,3005-0774,Fully Open Access,Medicine & Public Health,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,252
Springer Nature,Discover Respiratory Physiology,,,3059-3190,Fully Open Access,Medicine & Public Health,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,253
Springer Nature,Discover Robotics,,,3059-3204,Fully Open Access,Engineering,Discover,,,,,,,,,,,,not stated in source list,"Journals eligible under a Springer Nature fully-open-access agreement; discipline and imprint only, no citation metrics",Springer_Nature.xlsx,FOA Agreement Journals List,254
